	review	emotion
954	Babysitting. Text me and keep me company	neutral
955	Burned my pinky.  great way to start my weekend thats gonna suck anyway.	worry
956	is hittin' the ole dusty trail w/ Miss Morgan.	worry
957	@AZamann hah eeee, although understandable.. i need a new picture for this thing.. but i'm all sweaty	sadness
958	Yes... its 4:18am, yes... we are driving all night back to dallas to lead worship in the morning. Sleep is overrated.	neutral
959	Want to get a Blackberry but can't afford it  . Just watching the telly and relaxing. Hard sesion tomorrow.	worry
960	So grateful for my amazing family. How blessed am I. Happy Mothers day everyone	love
961	@Jonasbrothers you guys didn't say hi or answer my questions yesterday  but nice songs.	neutral
962	Is off to meet my folks after a while...gonna b a working weekend too	neutral
963	@cocosbutter its already good...I got to meet you!	happiness
964	Going to third	neutral
965	reyt fancies a valentinos. Worst of times considering i can't have any	sadness
966	im cold  i still cant find my hoodie	sadness
967	Just took my IC photo!looks good  - http://tweet.sg	neutral
968	@Jonin60seconds tried to edit the page but couldn't add my name  can you pop me on the list please!	worry
969	goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?	neutral
970	watching intense amounts of gossip girl	neutral
971	@humbug83 Aaaaw no!  Are the windows open and that?	worry
972	@gregfairbanks They better not be out when I get there.  I NEED MY FIX!	worry
973	@SuperGinge Inorite, humid as well	worry
974	needs to have an increase on her salary  http://plurk.com/p/wxluu	neutral
975	F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!	worry
976	happy mother's day	love
977	@dennispillion @WaffleSauce Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer.	neutral
978	I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them	neutral
979	@MckMama Why are you scared of the mouse? If you can figure out *why* you're scared, maybe you can deal with your fear.	neutral
980	@JPMizDELiCiOUS  hii	worry
981	gooooooodmorning world(: god bless, and have a great day!	worry
982	best part of that movie was that kirk was a total babe	happiness
983	Just got home after walking the dogs.  Very humid in Kaneohe.  No AC in my home    Ceiling fans work!	worry
984	Just saw G.O.D perform I love you I thank you by MC Mong.	worry
985	@fromblueskies Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.	worry
986	More depressed ty very much!!!	sadness
987	@JayLink_ luv it  so true	love
988	how do i get my cat 2stop killin rabbits? another headless (baby) rabbit n garden dis morn  live close 2field wher lots rabbits live	neutral
989	@cbraik very cute and pretty	neutral
990	is gonna have an irish wedding	love
991	Unanticipated thunderstorm quashed camping trip	worry
992	@minhteeeefresh haiiii sankQ i'm fineee ima js get a checkup cos my rib hurts LOL idk but i shall be fine ~ thanks	worry
993	@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--	sadness
994	@simplecake Bye.	neutral
995	@wychbury They did a song called Toothpaste Kisses which I quite liked	neutral
996	I Love You MOM....alwayyyyyyyssssssss	love
997	cotton candy milkshake	neutral
998	Well if you actually went and got your drivers license you wouldn't have to worry about the bus being shit, haha.	neutral
999	@tommcfly Philippines tour, please? Please? Please?	neutral
1000	@deekgeek Awwwwwww. You two are the cutest.  And gods, I LOVE your hair.	love
1001	@MariahCarey IN Filipino if u say &quot;Nakuh grabeh!&quot; it's like sayin OMG	neutral
1002	@Amalari  I do not mean to laugh but a little giggle did come out - sorry	neutral
1003	Tonight is the last Jay Leno late nigt show	neutral
1004	@Sicknastyjessie  i know. it sucks	love
1005	@jacquelinesteps Haha you're welcome! I was honestly going crazy too. Have a great night as well	love
1006	@kerlikoiv very familiar.....sorry you're feeling that way	sadness
1007	#liesboystell buzy this week	neutral
1008	@mileycyrus http://twitpic.com/3goxn - yes , everybody love you. i'm a german Fan. Follow me !	love
1009	@RealHughJackman Wolverine is awesome.. love it! your such a great actor..	love
1010	Had to come in, was baking out there and have slight headache now	worry
1011	Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.	happiness
1012	@mrsmicah I'm glad your inside too. Take good care of yourself. An event in Rising Sun?  Too bad you're filling ill or we might see you	worry
1013	Twello Foodie Tweets @josepicardo Do you fancy coming up to my house and cooking?  Sounds.. http://tinyurl.com/qz88co	neutral
1014	@paulwingz nothinbg home about to jump in the shower the streets is calling meeeeeeee  @STEFFSOFLII what is it 4 tonight @COKEbabyy tell m	happiness
1015	@kurttheobald No problem. Unfortunately, I think it was just something I had to sort out on my own.	sadness
1016	Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh	sadness
1017	@digitalpainted oh mann das ist super lustig  du armer... macs age 2 months, battery charging NO. garantiefall...	sadness
1018	@_IANNE I'm at the terrance middle by the left side center. I see u	neutral
1019	My friend's son just got to visit Daddy after 3 yrs. Denied cuz Daddy lost job &amp; could not pay a ton of support. Kids want parents not $!	sadness
1020	@zacofficial  i don't have twitter on my phone, it's sad	sadness
1021	urban think fail. chai latte is not good there	worry
1022	It's too hot!! Thermometer showing 25c at the moment	sadness
1023	blogging..it's my new passion	neutral
1024	@sharonhayes  My goal is to live this month 1minute, 1 hour, 1 day at a time &amp; to do NOW what I may have otherwise put off.   So true!	neutral
1025	@RiceRabbit Looks like you've had another culinary success, Sarah.	worry
1026	wants to go home!	sadness
1027	having a good day at work lots of sales but boss is under foot.   she's a nice person but i dont like the boss bugging me	worry
1028	@maddsie Thanks, none close to me.	anger
1029	Can't sleep....  &amp; why isn't my $ in my damn account!? BofA is trippin	worry
1030	Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.	neutral
1031	@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules	worry
1032	@esull have a great camp!!!!! Wish I could be there.	sadness
1033	@simonusher fancy Sunday lunch in The Albion before the game?	neutral
1034	@david_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.	love
1035	Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We're such cry babies. Love her.	sadness
1036	@ionlydrumnaked i've done that before, don't worry. you're not too crazy.	worry
1037	great night	love
1038	i miss k_ris punking me everytime we hung out and effnng me up	happiness
1039	I'm going on an excursion this week, so I won't be twitting....	sadness
1040	T-bone's gone to sleep... Think we're gonna join him	neutral
1041	Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour	neutral
1042	just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz	neutral
1043	at the redi med. getting checked for strep throat.	worry
1044	@clairemcs i dunno if he saw it  happy birthday girl!	love
1045	@CaptainFlashman  Oh no - Poor you!!	sadness
1046	working weekend it looks like	neutral
1047	@yinawu Happy Mother's Day  http://bit.ly/iJm54  (my friends made the video)	happiness
1048	@meli_beli haha yeah u did, oh well theres always next yr  chin up princess hehe	sadness
1049	@Jamie_127 LOL Just remember how it was after my car accident	worry
1050	Sad because i cant go over my friends house	sadness
1051	@hitechhall I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip	happiness
1052	I only have one day left in school  My 16th is approaching	happiness
1053	lumiere is not impressed with my cuddling. but then again, who is  http://sml.vg/jL0kI1	neutral
1054	i need some serious cheering up	worry
1055	@jesseroni thanx	love
1056	@_erica I know right	sadness
1057	@SheGotItSheBadd i've been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.	worry
1058	@iamraphael to bad yo dint cast to late times like 4am	neutral
1059	gave the bikes a thorough wash, degrease it and grease it. think i did a really good job!	happiness
1060	@NickieNix why are you eating at 4 am, after party munchies??? guess that means no more denny's	worry
1061	@phreak09 thinking about you  http://mypict.me/Fuz	neutral
1062	i wanna be love drunk	love
1063	Brooklyn!!! We went hard!!! Now back up top!! But 1st Hajji's...yea again  http://tinyurl.com/codla7 http://ti.. http://tinyurl.com/cr8hjs	happiness
1064	@mygoodcents It isn't easy!  Be there for support, it is the best thing you can do is offer your love &amp; support! Lost both of mine early	love
1065	I'm calling your room-mate!!!	happiness
1066	@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...	love
1067	Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!	happiness
1068	Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases	sadness
1069	Roasting to most probably death	worry
1070	@ded Hey bud, we just shot you an email	neutral
1071	Is watching acoustic performances! &amp; In the mood for a good &quot;FRIENDS&quot; episode! I miss that show	neutral
1072	@Mileycyrus I tried 2 vote 4 u the other day but I couldn't figure out how 2 do it  help? Lol	neutral
1073	I wanna do something tonight after work.... But I dunno what...	neutral
1074	@MayLouis Hiya! How are you doing today?	neutral
1075	@Steffisticated If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn't, I feel bad.	sadness
1076	@philipwang lol sweet!!! ...i still have yet to watch the 4th movie  hope ur having a lovely weekend! happy mother's day from aus! =P haha	love
1077	@JennaVonTweet Ohhh french tip! My fave, my nails aren't long enough yet tho  Ill ask the manicurist	worry
1078	my two new favorite prayers:  &quot;help me, help me, help me.&quot;  and &quot;thank you, thank you, thank you.&quot;	happiness
1079	@NA617_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I'm still tired lol	sadness
1080	going drinking tonight... drinking away the blues......	neutral
1081	@chantelleaustin I know... Sometimes it's just letting go of it all for a while that makes the difference, eh?	neutral
1082	@melkoo Hi Mel, if you feel unhappy just take a bit of fries but don't overdo.  If can help it don't	neutral
